symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2007-07-13 00:00:00+00:00,137.73,137.85,134.52,135.03,32414500,4.1802810349,4.1839231878,4.0828534438,4.0983325938,907606907,0.0,1.0
AAPL,2007-07-16 00:00:00+00:00,138.1,139.98,137.5,138.39,33432600,4.1915110064,4.2485714025,4.1733002417,4.200312876,936113736,0.0,1.0
AAPL,2007-07-17 00:00:00+00:00,138.9099,139.6,137.5,138.3,25355700,4.2160925036,4.2370379182,4.1733002417,4.1975812613,709960309,0.0,1.0
AAPL,2007-07-18 00:00:00+00:00,138.12,138.44,136.04,138.19,27030600,4.1921180319,4.2018304397,4.128987381,4.1942426211,756857556,0.0,1.0
AAPL,2007-07-19 00:00:00+00:00,140.0,140.81,139.65,140.3,26174700,4.2491784279,4.2737629603,4.2385554819,4.2582838103,732892332,0.0,1.0
AAPL,2007-07-20 00:00:00+00:00,143.75,144.18,140.0,141.65,41706200,4.3629957073,4.3760467553,4.2491784279,4.2992580308,1167774767,0.0,1.0
AAPL,2007-07-23 00:00:00+00:00,143.7,145.22,140.93,143.31,37017500,4.3614781435,4.4076120808,4.2774051132,4.3496411465,1036491036,0.0,1.0
AAPL,2007-07-24 00:00:00+00:00,134.8899,141.0,134.15,138.88,64117600,4.0940803802,4.2795297024,4.0716234722,4.2151850005,1795294595,0.0,1.0
AAPL,2007-07-25 00:00:00+00:00,137.26,138.36,135.0,137.35,53435100,4.1660159359,4.1994023378,4.0974220555,4.1687475506,1496184296,0.0,1.0
AAPL,2007-07-26 00:00:00+00:00,146.0,148.5,136.96,145.87,78093900,4.4312860749,4.5071642611,4.1569105535,4.4273404092,2186631386,0.0,1.0
AAPL,2007-07-27 00:00:00+00:00,143.85,148.92,143.78,146.19,41467800,4.3660308347,4.5199117964,4.3639062455,4.437052817,1161099561,0.0,1.0
AAPL,2007-07-30 00:00:00+00:00,141.43,145.45,139.57,144.33,39535300,4.2925807505,4.4145928739,4.2361273799,4.3805994465,1106989506,0.0,1.0
AAPL,2007-07-31 00:00:00+00:00,131.76,143.48,131.52,142.97,62942600,3.9990839262,4.3548008632,3.9917996203,4.3393217132,1762394562,0.0,1.0
AAPL,2007-08-01 00:00:00+00:00,135.0,135.38,127.77,133.64,62505600,4.0974220555,4.1089555398,3.877982341,4.0561443222,1750158550,0.0,1.0
AAPL,2007-08-02 00:00:00+00:00,136.49,136.96,134.15,136.65,30451600,4.1426454545,4.1569105535,4.0716234722,4.1475016584,852645652,0.0,1.0
AAPL,2007-08-03 00:00:00+00:00,131.8499,135.95,131.5,135.26,24256700,4.0018125058,4.1262557663,3.9911925948,4.1053133869,679188279,0.0,1.0
AAPL,2007-08-06 00:00:00+00:00,135.25,135.27,128.3,132.9,33041800,4.1050098741,4.1056168996,3.8940685165,4.0336843791,925171325,0.0,1.0
AAPL,2007-08-07 00:00:00+00:00,135.0301,137.24,132.63,134.94,33926300,4.0983356289,4.1654089104,4.025489535,4.095600979,949937349,0.0,1.0
AAPL,2007-08-08 00:00:00+00:00,134.01,136.86,132.0,136.76,28860600,4.0673742938,4.1538754261,4.0063682321,4.1508402986,808097608,0.0,1.0
AAPL,2007-08-09 00:00:00+00:00,126.39,133.0,125.09,131.11,40192700,3.8360975822,4.0367195065,3.7966409254,3.9793555978,1125396725,0.0,1.0
AAPL,2007-08-10 00:00:00+00:00,125.0,127.75,120.3,123.12,50383900,3.7939093107,3.8773753155,3.6512583206,3.7368489146,1410750610,0.0,1.0
AAPL,2007-08-13 00:00:00+00:00,127.79,129.35,126.5,128.33,26889700,3.8785893665,3.9259373547,3.8394362224,3.8949790547,752912352,0.0,1.0
AAPL,2007-08-14 00:00:00+00:00,124.03,128.3,123.71,128.29,26393100,3.7644685744,3.8940685165,3.7547561666,3.8937650037,739007539,0.0,1.0
AAPL,2007-08-15 00:00:00+00:00,119.9,124.86,119.65,122.74,35459000,3.6391178108,3.7896601322,3.6315299922,3.7253154303,992852992,0.0,1.0
AAPL,2007-08-16 00:00:00+00:00,117.05,118.5,111.62,117.01,66667500,3.5526166785,3.5966260265,3.3878092581,3.5514026275,1866691866,0.0,1.0
AAPL,2007-08-17 00:00:00+00:00,122.06,123.5,119.82,122.01,42680800,3.7046765637,3.7483823989,3.6366897088,3.703159,1195063595,0.0,1.0
AAPL,2007-08-20 00:00:00+00:00,122.22,124.5,120.5,123.96,28689900,3.7095327676,3.7787336734,3.6573285755,3.7623439852,803318003,0.0,1.0
AAPL,2007-08-21 00:00:00+00:00,127.57,128.96,121.0,122.21,46537400,3.8719120861,3.9141003576,3.6725042127,3.7092292549,1303048503,0.0,1.0
AAPL,2007-08-22 00:00:00+00:00,132.51,132.75,130.33,131.22,37920200,4.021847382,4.0291316879,3.9556816037,3.982694238,1061766661,0.0,1.0
AAPL,2007-08-23 00:00:00+00:00,131.07,133.34,129.76,133.09,30958500,3.9781415468,4.0470389399,3.9383813772,4.0394511213,866838866,0.0,1.0
AAPL,2007-08-24 00:00:00+00:00,135.3,135.37,129.81,130.53,32565500,4.1065274379,4.1086520271,3.9398989409,3.9617518586,911834911,0.0,1.0
AAPL,2007-08-27 00:00:00+00:00,132.25,134.66,132.1,133.3907,25265700,4.0139560507,4.0871026222,4.0094033595,4.0485777495,707440307,0.0,1.0
AAPL,2007-08-28 00:00:00+00:00,126.82,132.41,126.63,130.99,42120200,3.8491486302,4.0188122546,3.8433818881,3.9757134448,1179366779,0.0,1.0
AAPL,2007-08-29 00:00:00+00:00,134.08,134.18,129.54,129.88,41673600,4.069498883,4.0725340104,3.9317040968,3.9420235302,1166861966,0.0,1.0
AAPL,2007-08-30 00:00:00+00:00,136.25,138.25,132.3,132.67,51270800,4.1353611486,4.1960636976,4.0154736144,4.026703586,1435583835,0.0,1.0
AAPL,2007-08-31 00:00:00+00:00,138.48,139.65,137.41,139.49,31317400,4.2030444907,4.2385554819,4.170568627,4.233699278,876888076,0.0,1.0
AAPL,2007-09-04 00:00:00+00:00,144.16,145.73,139.84,139.94,47030100,4.3754397298,4.4230912307,4.244322224,4.2473573515,1316844116,0.0,1.0
AAPL,2007-09-05 00:00:00+00:00,136.76,145.84,136.1,144.97,83150800,4.1508402986,4.4264298709,4.1308084575,4.4000242621,2328224728,0.0,1.0
AAPL,2007-09-06 00:00:00+00:00,135.01,137.57,132.71,135.57,67902200,4.0977255683,4.1754248309,4.0279176369,4.114722282,1901263501,0.0,1.0
AAPL,2007-09-07 00:00:00+00:00,131.77,132.3,130.0,132.01,51092000,3.9993874389,4.0154736144,3.9456656831,4.0066717448,1430577430,0.0,1.0
AAPL,2007-09-10 00:00:00+00:00,136.71,138.04,133.95,137.0,53137100,4.1493227349,4.18968993,4.0655532173,4.1581246045,1487840287,0.0,1.0
AAPL,2007-09-11 00:00:00+00:00,135.49,138.3,133.75,137.9,34710200,4.11229418,4.1975812613,4.0594829624,4.1854407515,971886571,0.0,1.0
AAPL,2007-09-12 00:00:00+00:00,136.85,139.4,135.75,135.99,36527500,4.1535719133,4.2309676633,4.1201855114,4.1274698173,1022771022,0.0,1.0
AAPL,2007-09-13 00:00:00+00:00,137.2,139.0,136.65,138.83,23434400,4.1641948594,4.2188271535,4.1475016584,4.2136674368,656163856,0.0,1.0
AAPL,2007-09-14 00:00:00+00:00,138.81,138.98,136.2,136.57,21690000,4.2130604113,4.218220128,4.1338435849,4.1450735565,607320607,0.0,1.0
AAPL,2007-09-17 00:00:00+00:00,138.41,140.59,137.6,138.99,28334700,4.2009199015,4.2670856799,4.1763353692,4.2185236407,793372393,0.0,1.0
AAPL,2007-09-18 00:00:00+00:00,140.92,142.85,137.83,139.05,38003200,4.2771016005,4.3356795602,4.1833161623,4.2203447172,1064090664,0.0,1.0
